,Crime,Severity,Latitude,Longitude,Day,Hour
1463,LIQUOR LAW VIOLATION,15,37.866568,-122.254084,Friday,0
1464,LARCENY - FROM VEHICLE,13,37.857825,-122.249088,Friday,0
1466,LARCENY,1,37.865772,-122.267643,Friday,14
1467,LARCENY,1,37.880518,-122.286747,Tuesday,7
1468,LARCENY,1,37.858525,-122.266906,Monday,18
1469,LARCENY,1,37.871167,-122.268285,Sunday,8
1470,BURGLARY - RESIDENTIAL,8,37.867491,-122.254054,Wednesday,18
1471,BURGLARY - VEHICLE,2,37.882217,-122.302226,Friday,22
1472,BURGLARY - VEHICLE,2,37.880787,-122.277865,Saturday,22
1473,ASSAULT,4,37.86771,-122.298466,Tuesday,2
1474,BURGLARY - VEHICLE,2,37.863611,-122.317566,Tuesday,15
1475,LARCENY,1,37.881957,-122.269551,Friday,9
1476,MOTOR VEHICLE THEFT,6,37.866145,-122.300016,Tuesday,19
1477,LARCENY,1,37.883555,-122.272036,Sunday,18
1478,BURGLARY - VEHICLE,2,37.858673,-122.273365,Sunday,15
1479,MOTOR VEHICLE THEFT,6,37.854286,-122.271015,Monday,5
1480,LARCENY,1,37.876595,-122.267789,Saturday,17
1481,LARCENY,1,37.865141,-122.265441,Saturday,0
1482,BURGLARY - VEHICLE,2,37.880228,-122.295798,Wednesday,16
1483,ROBBERY,9,37.867501,-122.291709,Saturday,14
1484,LARCENY,1,37.880228,-122.295798,Wednesday,16
1485,ROBBERY,9,37.866622,-122.26108,Wednesday,23
1486,DISORDERLY CONDUCT,3,37.857377,-122.268709,Thursday,12
1487,LARCENY,1,37.868714,-122.259189,Sunday,13
1488,BURGLARY - VEHICLE,2,37.866253,-122.299483,Wednesday,22
1489,ASSAULT,4,37.85492,-122.279323,Friday,21
1490,ROBBERY,9,37.868103,-122.25672,Wednesday,4
1491,BURGLARY - COMMERCIAL,11,37.871544,-122.272714,Monday,23
1492,NOISE VIOLATION,21,37.849381,-122.273675,Wednesday,22
1493,VANDALISM,5,37.868785,-122.272701,Tuesday,23
1494,LARCENY,1,37.851944,-122.28349,Friday,21
1495,DISORDERLY CONDUCT,3,37.850541,-122.286037,Tuesday,11
1496,LARCENY,1,37.853738,-122.251663,Monday,6
1497,FRAUD,7,37.880935,-122.256313,Wednesday,11
1499,BURGLARY - VEHICLE,2,37.853875,-122.260048,Tuesday,16
1500,ROBBERY,9,37.855435,-122.259841,Thursday,22
1501,BURGLARY - VEHICLE,2,37.868667,-122.313656,Monday,17
1502,DISORDERLY CONDUCT,3,37.855435,-122.259841,Tuesday,20
1504,VANDALISM,5,37.866761,-122.258779,Sunday,2
1505,LARCENY,1,37.867513,-122.26127,Thursday,22
1506,LARCENY,1,37.86825,-122.300093,Monday,18
1507,LARCENY,1,37.858165,-122.255687,Wednesday,21
1508,DISORDERLY CONDUCT,3,37.880468,-122.295876,Friday,1
1509,LARCENY,1,37.859988,-122.253339,Tuesday,6
1511,LARCENY,1,37.850681,-122.270619,Thursday,14
1512,DRUG VIOLATION,10,37.867852,-122.258699,Thursday,18
1513,DISORDERLY CONDUCT,3,37.871246,-122.274991,Saturday,12
1514,FAMILY OFFENSE,12,37.868641,-122.29415,Friday,10
1515,LARCENY,1,37.869888,-122.300618,Thursday,14
1516,FAMILY OFFENSE,12,37.864385,-122.290697,Wednesday,16
1518,LARCENY,1,37.880227,-122.26936,Monday,18
1520,DISORDERLY CONDUCT,3,37.866924,-122.283899,Sunday,15
1521,LARCENY,1,37.880756,-122.303056,Monday,11
1522,BURGLARY - RESIDENTIAL,8,37.868206,-122.277232,Tuesday,15
1523,DISORDERLY CONDUCT,3,37.871167,-122.268285,Thursday,15
1524,BURGLARY - VEHICLE,2,37.886766,-122.282493,Monday,0
1525,LARCENY,1,37.874251,-122.280203,Saturday,11
1526,ASSAULT,4,37.857776,-122.286576,Sunday,2
1527,BURGLARY - VEHICLE,2,37.868489,-122.26795,Thursday,19
1528,LARCENY,1,37.867613,-122.299898,Sunday,14
1529,BURGLARY - VEHICLE,2,37.891332,-122.279975,Wednesday,18
1530,MOTOR VEHICLE THEFT,6,37.852491,-122.243412,Saturday,9
1531,BURGLARY - VEHICLE,2,37.862405,-122.29242,Wednesday,21
1532,RECOVERED VEHICLE,19,37.865711,-122.25389,Sunday,1
1533,DISORDERLY CONDUCT,3,37.878407,-122.267962,Monday,16
1534,LARCENY,1,37.879653,-122.299139,Wednesday,18
1535,LARCENY,1,37.866929,-122.295042,Tuesday,15
1536,BURGLARY - VEHICLE,2,37.851653,-122.289194,Monday,15
1537,BURGLARY - VEHICLE,2,37.881849,-122.258126,Friday,18
1538,BURGLARY - VEHICLE,2,37.865466,-122.27005,Sunday,19
1539,DISORDERLY CONDUCT,3,37.880027,-122.279976,Monday,8
1541,BURGLARY - VEHICLE,2,37.863611,-122.317566,Thursday,20
1542,BURGLARY - VEHICLE,2,37.867513,-122.26127,Monday,11
1543,BURGLARY - COMMERCIAL,11,37.881957,-122.269551,Tuesday,23
1544,BURGLARY - RESIDENTIAL,8,37.863241,-122.286176,Monday,4
1545,ROBBERY,9,37.851038,-122.252448,Saturday,18
1546,FRAUD,7,37.869067,-122.292043,Friday,15
1547,LARCENY,1,37.876085,-122.306138,Monday,16
1548,LARCENY,1,37.880228,-122.295798,Friday,17
1550,LARCENY,1,37.882243,-122.274166,Monday,23
1551,NOISE VIOLATION,21,37.859906,-122.284931,Thursday,2
1552,ASSAULT,4,37.867513,-122.26127,Friday,0
1553,ASSAULT,4,37.861562,-122.264684,Friday,16
1554,LARCENY,1,37.873921,-122.275577,Saturday,18
1555,LIQUOR LAW VIOLATION,15,37.862189,-122.25991,Tuesday,18
1556,FRAUD,7,37.879748,-122.258808,Tuesday,14
1557,FRAUD,7,37.870205,-122.292581,Wednesday,16
1558,LARCENY,1,37.86771,-122.298466,Wednesday,18
1559,LARCENY,1,37.872175,-122.267835,Saturday,12
1560,DISORDERLY CONDUCT,3,37.873794,-122.290873,Wednesday,10
1561,LARCENY,1,37.857377,-122.268709,Monday,14
1562,BURGLARY - RESIDENTIAL,8,37.883529,-122.259884,Monday,14
1563,FRAUD,7,37.866842,-122.27366,Friday,4
1564,BURGLARY - VEHICLE,2,37.873397,-122.303143,Monday,15
1565,VANDALISM,5,37.872989,-122.268532,Saturday,15
1566,LARCENY,1,37.86825,-122.300093,Monday,13
1567,BURGLARY - COMMERCIAL,11,37.852822,-122.291677,Sunday,0
1568,FRAUD,7,37.870603,-122.270612,Wednesday,16
1569,ASSAULT,4,37.859195,-122.261915,Friday,21
1570,BURGLARY - VEHICLE,2,37.867176,-122.267802,Wednesday,22
1571,BURGLARY - VEHICLE,2,37.856614,-122.242519,Tuesday,22
1572,MOTOR VEHICLE THEFT,6,37.851653,-122.289194,Tuesday,16
1573,LARCENY,1,37.861387,-122.259001,Saturday,9
1574,DISORDERLY CONDUCT,3,37.868355,-122.274953,Saturday,19
1575,LARCENY,1,37.859381,-122.298231,Friday,17
1576,BURGLARY - VEHICLE,2,37.865511,-122.309967,Monday,21
1577,LARCENY,1,37.872175,-122.267835,Monday,22
1578,FRAUD,7,37.88992,-122.261744,Wednesday,16
1579,BURGLARY - VEHICLE,2,37.859006,-122.277874,Friday,19
1580,DISORDERLY CONDUCT,3,37.868714,-122.259189,Tuesday,16
1581,BURGLARY - VEHICLE,2,37.882561,-122.28212,Monday,8
1582,VANDALISM,5,37.861283,-122.273911,Saturday,18
1583,LARCENY,1,37.860507,-122.280446,Friday,9
1584,MISSING PERSON,16,37.881445,-122.274077,Monday,20
1585,FAMILY OFFENSE,12,37.859539,-122.259172,Friday,14
1586,BURGLARY - VEHICLE,2,37.875113,-122.273413,Sunday,22
1587,LARCENY - FROM VEHICLE,13,37.872599,-122.303889,Sunday,17
1588,MOTOR VEHICLE THEFT,6,37.860172,-122.282847,Thursday,14
1589,LARCENY,1,37.868512,-122.26781,Sunday,14
1590,BURGLARY - VEHICLE,2,37.863611,-122.317566,Wednesday,20
1591,FRAUD,7,37.854215,-122.269167,Thursday,20
1592,LARCENY,1,37.847838,-122.275741,Friday,14
1593,BURGLARY - VEHICLE,2,37.867513,-122.26127,Sunday,18
1594,MOTOR VEHICLE THEFT,6,37.858165,-122.255687,Thursday,18
1595,FRAUD,7,37.86771,-122.298466,Thursday,13
1597,WEAPONS OFFENSE,14,37.868574,-122.270415,Tuesday,14
1598,LARCENY,1,37.868722,-122.259123,Monday,12
1599,FRAUD,7,37.884439,-122.254414,Monday,15
1600,VANDALISM,5,37.871317,-122.286575,Tuesday,0
1601,BURGLARY - VEHICLE,2,37.872691,-122.270741,Saturday,20
1602,MOTOR VEHICLE THEFT,6,37.871013,-122.296366,Wednesday,17
1603,FAMILY OFFENSE,12,37.891594,-122.264883,Saturday,21
1604,LARCENY,1,37.869312,-122.254314,Friday,22
1605,LARCENY,1,37.869888,-122.300618,Saturday,15
1606,LARCENY,1,37.871285,-122.274667,Wednesday,12
1607,LARCENY,1,37.847682,-122.279381,Saturday,13
1608,LARCENY - FROM VEHICLE,13,37.898431,-122.285636,Monday,0
1609,MOTOR VEHICLE THEFT,6,37.85525,-122.277126,Wednesday,0
1610,DISORDERLY CONDUCT,3,37.891332,-122.279975,Tuesday,8
1611,VANDALISM,5,37.857387,-122.261536,Friday,18
1612,LARCENY,1,37.86695,-122.286984,Friday,14
1613,MOTOR VEHICLE THEFT,6,37.860718,-122.245988,Friday,19
1614,BURGLARY - VEHICLE,2,37.865826,-122.267244,Sunday,0
1615,MOTOR VEHICLE THEFT,6,37.878405,-122.306072,Monday,0
1616,LARCENY,1,37.867948,-122.250664,Monday,10
1617,LARCENY - FROM VEHICLE,13,37.859889,-122.278167,Friday,17
1618,LARCENY,1,37.867852,-122.258699,Saturday,23
1619,MOTOR VEHICLE THEFT,6,37.879335,-122.301332,Monday,20
1620,FAMILY OFFENSE,12,37.868591,-122.294393,Friday,15
1621,BURGLARY - COMMERCIAL,11,37.876085,-122.306138,Saturday,16
1622,LARCENY - FROM VEHICLE,13,37.898431,-122.285636,Tuesday,9
1623,VANDALISM,5,37.878423,-122.269023,Thursday,11
1624,BURGLARY - VEHICLE,2,37.896703,-122.284274,Thursday,11
1625,FRAUD,7,37.85488,-122.269079,Saturday,0
1626,BURGLARY - VEHICLE,2,37.866534,-122.275897,Wednesday,19
1627,BURGLARY - COMMERCIAL,11,37.870867,-122.270635,Saturday,17
1628,WEAPONS OFFENSE,14,37.856195,-122.288053,Monday,16
1629,BURGLARY - COMMERCIAL,11,37.850798,-122.294689,Saturday,17
1630,MISSING PERSON,16,37.860766,-122.255895,Saturday,12
1631,FRAUD,7,37.869105,-122.270064,Tuesday,6
1632,BURGLARY - VEHICLE,2,37.86331,-122.316113,Monday,10
1633,BURGLARY - RESIDENTIAL,8,37.865535,-122.255235,Thursday,18
1634,ROBBERY,9,37.867613,-122.299898,Monday,0
1635,SEX CRIME,17,37.867513,-122.26127,Monday,2
1636,BURGLARY - VEHICLE,2,37.869652,-122.265882,Tuesday,18
1637,BURGLARY - RESIDENTIAL,8,37.87247,-122.279718,Tuesday,8
1638,MOTOR VEHICLE THEFT,6,37.867816,-122.258994,Sunday,0
1639,FRAUD,7,37.857377,-122.268709,Saturday,17
1640,FAMILY OFFENSE,12,37.868164,-122.256314,Sunday,0
1641,DISORDERLY CONDUCT,3,37.862733,-122.269741,Monday,16
1642,LIQUOR LAW VIOLATION,15,37.868819,-122.29329,Thursday,11
1643,BURGLARY - RESIDENTIAL,8,37.865748,-122.253396,Thursday,9
1644,BURGLARY - VEHICLE,2,37.854944,-122.257583,Sunday,6
1645,FRAUD,7,37.871167,-122.268285,Monday,13
1646,BURGLARY - COMMERCIAL,11,37.873079,-122.304672,Tuesday,12
1647,DISORDERLY CONDUCT,3,37.856111,-122.260248,Thursday,18
1648,BURGLARY - VEHICLE,2,37.881142,-122.30191,Monday,20
1649,FRAUD,7,37.87091,-122.265993,Monday,16
1650,FRAUD,7,37.899789,-122.279785,Monday,18
1651,VANDALISM,5,37.872104,-122.289812,Monday,22
1652,LARCENY,1,37.869888,-122.300618,Saturday,15
1653,FRAUD,7,37.876339,-122.285012,Wednesday,0
1655,VANDALISM,5,37.86727,-122.291472,Tuesday,1
1656,DRUG VIOLATION,10,37.850681,-122.270619,Sunday,22
1657,LARCENY,1,37.88014,-122.297498,Thursday,20
1658,LARCENY,1,37.863811,-122.267412,Thursday,4
1659,BURGLARY - RESIDENTIAL,8,37.878772,-122.294276,Friday,12
1660,MOTOR VEHICLE THEFT,6,37.871265,-122.295043,Thursday,8
1661,BURGLARY - VEHICLE,2,37.865511,-122.309967,Wednesday,18
1662,BURGLARY - VEHICLE,2,37.903026,-122.274123,Tuesday,1
1663,FRAUD,7,37.850675,-122.286265,Monday,8
1664,ASSAULT,4,37.853861,-122.26598,Wednesday,11
1665,WEAPONS OFFENSE,14,37.868366,-122.295508,Friday,18
1667,BURGLARY - VEHICLE,2,37.863611,-122.317566,Friday,19
1668,BURGLARY - VEHICLE,2,37.874554,-122.296319,Sunday,17
1669,DRUG VIOLATION,10,37.881825,-122.307761,Thursday,14
1670,DRUG VIOLATION,10,37.873909,-122.268233,Friday,23
1671,DISORDERLY CONDUCT,3,37.865791,-122.26751,Wednesday,16
1672,BURGLARY - RESIDENTIAL,8,37.863369,-122.257622,Thursday,12
1673,LARCENY,1,37.863611,-122.317566,Saturday,1
1674,BURGLARY - RESIDENTIAL,8,37.863977,-122.267307,Wednesday,11
1675,LARCENY,1,37.87039,-122.28811,Thursday,16
1676,ROBBERY,9,37.88014,-122.297498,Sunday,20
1677,BURGLARY - RESIDENTIAL,8,37.869332,-122.25019,Friday,17
1678,LARCENY,1,37.870054,-122.284263,Friday,18
1679,BURGLARY - RESIDENTIAL,8,37.856897,-122.286987,Saturday,22
1680,MOTOR VEHICLE THEFT,6,37.883979,-122.266324,Tuesday,19
1681,ASSAULT,4,37.867176,-122.267802,Sunday,13
1682,DISORDERLY CONDUCT,3,37.872166,-122.275372,Wednesday,9
1683,BURGLARY - VEHICLE,2,37.868204,-122.270054,Thursday,13
1685,LARCENY,1,37.870054,-122.284263,Thursday,18
1686,LARCENY,1,37.868714,-122.259189,Wednesday,18
1687,LARCENY,1,37.871828,-122.270516,Saturday,18
1688,VANDALISM,5,37.868641,-122.29415,Friday,0
1689,BURGLARY - VEHICLE,2,37.866739,-122.267299,Saturday,11
1690,ARSON,18,37.872175,-122.267835,Monday,22
1691,DRUG VIOLATION,10,37.88024,-122.269235,Saturday,9
1692,BURGLARY - VEHICLE,2,37.862334,-122.264828,Friday,20
1693,LARCENY - FROM VEHICLE,13,37.863353,-122.272097,Monday,12
1694,BURGLARY - VEHICLE,2,37.869067,-122.292043,Saturday,23
1695,MOTOR VEHICLE THEFT,6,37.878373,-122.262902,Sunday,19
1696,BURGLARY - VEHICLE,2,37.863611,-122.317566,Wednesday,20
1697,BURGLARY - COMMERCIAL,11,37.869105,-122.270064,Thursday,9
1698,DISORDERLY CONDUCT,3,37.872185,-122.268407,Monday,22
1699,BURGLARY - VEHICLE,2,37.891499,-122.270009,Friday,22
1700,BURGLARY - VEHICLE,2,37.855925,-122.252939,Friday,21
1701,LARCENY,1,37.872776,-122.28448,Friday,9
1702,LARCENY,1,37.88014,-122.297498,Wednesday,21
1703,FAMILY OFFENSE,12,37.856614,-122.267596,Thursday,16
1704,LARCENY,1,37.857377,-122.268709,Friday,17
1705,BURGLARY - RESIDENTIAL,8,37.865141,-122.265441,Sunday,10
1706,BURGLARY - VEHICLE,2,37.850798,-122.294689,Monday,19
1707,ASSAULT,4,37.861677,-122.26716,Saturday,16
1708,DISORDERLY CONDUCT,3,37.870948,-122.27733,Saturday,7
1709,BURGLARY - RESIDENTIAL,8,37.853079,-122.293864,Monday,9
1710,BURGLARY - VEHICLE,2,37.859364,-122.288914,Tuesday,21
1711,DISORDERLY CONDUCT,3,37.863977,-122.267307,Wednesday,21
1712,MOTOR VEHICLE THEFT,6,37.855435,-122.259841,Monday,12
1713,DRUG VIOLATION,10,37.882024,-122.29756,Sunday,8
1714,ASSAULT,4,37.880062,-122.307246,Saturday,7
1715,MOTOR VEHICLE THEFT,6,37.862512,-122.290094,Monday,7
1716,FRAUD,7,37.882945,-122.295648,Wednesday,15
1717,MOTOR VEHICLE THEFT,6,37.888512,-122.266746,Sunday,21
1718,LIQUOR LAW VIOLATION,15,37.867852,-122.258699,Monday,13
1719,MISSING PERSON,16,37.868667,-122.313656,Sunday,21
1720,LARCENY,1,37.865772,-122.267643,Thursday,11
1721,BURGLARY - RESIDENTIAL,8,37.865868,-122.251595,Friday,1
1722,LARCENY,1,37.860225,-122.269453,Saturday,19
1723,LARCENY,1,37.880756,-122.303056,Wednesday,13
1724,BURGLARY - VEHICLE,2,37.877663,-122.274831,Monday,0
1726,ASSAULT,4,37.869973,-122.270557,Thursday,9
1727,DRUG VIOLATION,10,37.867513,-122.26127,Friday,1
1728,FRAUD,7,37.865264,-122.29679,Thursday,2
1729,BURGLARY - VEHICLE,2,37.869888,-122.300618,Thursday,10
1730,LARCENY,1,37.868957,-122.254552,Monday,21
1731,ASSAULT,4,37.870584,-122.272908,Friday,3
1732,FRAUD,7,37.857787,-122.257013,Tuesday,8
1733,DISORDERLY CONDUCT,3,37.871317,-122.286575,Friday,9
1734,MOTOR VEHICLE THEFT,6,37.870054,-122.284263,Wednesday,19
1736,DISORDERLY CONDUCT,3,37.84905,-122.269098,Thursday,1
1737,DRUG VIOLATION,10,37.859364,-122.288914,Tuesday,1
1738,SEX CRIME,17,37.869312,-122.254314,Saturday,17
1739,DISORDERLY CONDUCT,3,37.848292,-122.271773,Monday,12
1740,MOTOR VEHICLE THEFT,6,37.888816,-122.281145,Saturday,12
1741,FRAUD,7,37.876607,-122.289,Friday,12
1742,BURGLARY - VEHICLE,2,37.872691,-122.270741,Wednesday,20
1743,LIQUOR LAW VIOLATION,15,37.858433,-122.280183,Saturday,16
1744,LARCENY,1,37.871246,-122.274991,Saturday,13
1746,LARCENY - FROM VEHICLE,13,37.873607,-122.270903,Saturday,8
1747,ASSAULT,4,37.850424,-122.296031,Tuesday,12
1748,VANDALISM,5,37.852137,-122.286732,Monday,14
1749,RECOVERED VEHICLE,19,37.848453,-122.273607,Saturday,0
1750,BURGLARY - RESIDENTIAL,8,37.865772,-122.267643,Wednesday,16
1751,VANDALISM,5,37.873079,-122.304672,Wednesday,6
1752,BURGLARY - VEHICLE,2,37.881142,-122.30191,Tuesday,20
1753,FAMILY OFFENSE,12,37.853644,-122.262046,Friday,21
1754,LARCENY,1,37.850005,-122.280256,Sunday,10
1755,DISORDERLY CONDUCT,3,37.878274,-122.297556,Wednesday,17
1756,LARCENY,1,37.872599,-122.303889,Tuesday,23
1758,BURGLARY - VEHICLE,2,37.865793,-122.293498,Wednesday,2
1759,BURGLARY - VEHICLE,2,37.856195,-122.288053,Wednesday,21
1760,BURGLARY - VEHICLE,2,37.869839,-122.252365,Monday,1
1761,ROBBERY,9,37.859259,-122.275787,Friday,12
1762,BURGLARY - VEHICLE,2,37.871013,-122.296366,Monday,6
1763,ROBBERY,9,37.853576,-122.287202,Monday,19
1764,LARCENY,1,37.868785,-122.272701,Friday,8
1765,BURGLARY - VEHICLE,2,37.867259,-122.26324,Wednesday,18
1766,FAMILY OFFENSE,12,37.883948,-122.296991,Friday,21
1767,ASSAULT,4,37.856968,-122.279544,Thursday,22
1768,BURGLARY - VEHICLE,2,37.863072,-122.260352,Sunday,22
1769,ASSAULT,4,37.858863,-122.279024,Wednesday,12
1770,VANDALISM,5,37.858047,-122.245306,Friday,18
1771,BURGLARY - VEHICLE,2,37.868164,-122.256314,Wednesday,19
1772,BURGLARY - RESIDENTIAL,8,37.852066,-122.272994,Monday,12
1773,BURGLARY - VEHICLE,2,37.863353,-122.272097,Tuesday,1
1774,VANDALISM,5,37.865134,-122.258331,Monday,23
1775,ROBBERY,9,37.864535,-122.262993,Thursday,1
1776,LARCENY,1,37.865772,-122.267643,Friday,14
1777,BURGLARY - COMMERCIAL,11,37.871461,-122.270706,Wednesday,21
1778,BURGLARY - VEHICLE,2,37.878552,-122.266844,Saturday,21
1779,VANDALISM,5,37.875657,-122.288727,Tuesday,20
1780,BURGLARY - VEHICLE,2,37.880245,-122.296973,Monday,18
1781,BURGLARY - VEHICLE,2,37.87146,-122.266052,Thursday,18
1782,ARSON,18,37.863072,-122.260352,Saturday,13
1783,LARCENY,1,37.881142,-122.30191,Thursday,8
1784,ASSAULT,4,37.857792,-122.258537,Thursday,11
1785,KIDNAPPING,20,37.873327,-122.273214,Friday,7
1786,FAMILY OFFENSE,12,37.869642,-122.287492,Sunday,19
1787,DRUG VIOLATION,10,37.873687,-122.268616,Wednesday,3
1788,DRUG VIOLATION,10,37.872847,-122.282313,Thursday,0
1789,FRAUD,7,37.868663,-122.301325,Monday,14
1791,ASSAULT,4,37.856769,-122.27984,Friday,2
1792,BURGLARY - VEHICLE,2,37.863611,-122.317566,Monday,21
1793,VANDALISM,5,37.863646,-122.262822,Friday,1
1794,VANDALISM,5,37.870652,-122.27958,Monday,18
1795,LARCENY,1,37.870652,-122.27958,Sunday,17
1796,BURGLARY - VEHICLE,2,37.855435,-122.259841,Thursday,18
1797,LARCENY,1,37.86771,-122.298466,Thursday,12
1798,MISSING PERSON,16,37.863072,-122.260352,Wednesday,12
1799,LARCENY,1,37.870054,-122.284263,Saturday,8
1800,ALL OTHER OFFENSES,22,37.867852,-122.258699,Tuesday,5
1801,LARCENY,1,37.866761,-122.258779,Thursday,11
1802,ROBBERY,9,37.87091,-122.265993,Saturday,20
1803,FAMILY OFFENSE,12,37.869993,-122.294774,Saturday,23
1804,BURGLARY - COMMERCIAL,11,37.872175,-122.267835,Thursday,18
1805,LARCENY,1,37.855317,-122.292357,Thursday,14
1806,BURGLARY - RESIDENTIAL,8,37.864908,-122.267289,Wednesday,15
1807,FAMILY OFFENSE,12,37.854833,-122.279839,Monday,17
1808,DISORDERLY CONDUCT,3,37.870948,-122.27733,Monday,22
1809,DISORDERLY CONDUCT,3,37.869892,-122.250422,Tuesday,2
1810,LARCENY,1,37.864827,-122.258577,Monday,19
1811,ROBBERY,9,37.872691,-122.270741,Sunday,14
1813,BURGLARY - VEHICLE,2,37.855798,-122.252707,Sunday,23
1814,BURGLARY - RESIDENTIAL,8,37.863945,-122.294086,Sunday,2
1815,MOTOR VEHICLE THEFT,6,37.881142,-122.30191,Friday,2
1816,LARCENY,1,37.874843,-122.263711,Saturday,10
1817,BURGLARY - VEHICLE,2,37.882217,-122.302226,Wednesday,19
1818,LARCENY,1,37.866935,-122.265772,Thursday,21
1819,MOTOR VEHICLE THEFT,6,37.860264,-122.282867,Thursday,14
1820,LARCENY,1,37.864925,-122.273436,Thursday,12
1821,DISORDERLY CONDUCT,3,37.869888,-122.300618,Thursday,23
1822,SEX CRIME,17,37.85832,-122.254415,Sunday,8
1823,MOTOR VEHICLE THEFT,6,37.85488,-122.269079,Wednesday,6
1824,BURGLARY - RESIDENTIAL,8,37.864238,-122.265263,Friday,10
1825,BURGLARY - VEHICLE,2,37.862817,-122.298359,Thursday,13
1826,BURGLARY - VEHICLE,2,37.863611,-122.317566,Friday,14
1827,LARCENY - FROM VEHICLE,13,37.86626,-122.298335,Monday,18
1829,BURGLARY - VEHICLE,2,37.863443,-122.256304,Tuesday,20
1831,BURGLARY - RESIDENTIAL,8,37.873607,-122.270903,Wednesday,11
1832,LARCENY,1,37.883407,-122.273154,Saturday,18
1833,FAMILY OFFENSE,12,37.865511,-122.309967,Saturday,1
1834,BURGLARY - COMMERCIAL,11,37.873079,-122.304672,Sunday,15
1835,ASSAULT,4,37.86939,-122.267883,Friday,18
1836,DRUG VIOLATION,10,37.873327,-122.273214,Monday,16
1837,RECOVERED VEHICLE,19,37.861758,-122.30024,Sunday,1
1838,ASSAULT,4,37.871828,-122.270516,Thursday,16
1839,WEAPONS OFFENSE,14,37.871828,-122.270516,Friday,21
1840,BURGLARY - VEHICLE,2,37.879653,-122.299139,Friday,19
1841,BURGLARY - VEHICLE,2,37.881142,-122.30191,Friday,18
1842,VANDALISM,5,37.857951,-122.271494,Monday,15
1843,LARCENY,1,37.856111,-122.260248,Sunday,12
1844,LARCENY,1,37.871246,-122.274991,Tuesday,13
1845,ASSAULT,4,37.871828,-122.270516,Tuesday,15
1846,BURGLARY - VEHICLE,2,37.877663,-122.274831,Monday,9
1847,MOTOR VEHICLE THEFT,6,37.871265,-122.295043,Sunday,9
1848,FRAUD,7,37.880227,-122.26936,Tuesday,5
1849,LARCENY,1,37.855832,-122.272369,Wednesday,13
1850,LARCENY,1,37.868204,-122.270054,Wednesday,1
1851,BURGLARY - VEHICLE,2,37.866568,-122.254084,Saturday,15
1852,LARCENY,1,37.852871,-122.26799,Wednesday,12
1853,BURGLARY - VEHICLE,2,37.870603,-122.270612,Sunday,18
1854,BURGLARY - RESIDENTIAL,8,37.874781,-122.268758,Thursday,17
1855,LARCENY,1,37.879677,-122.299779,Wednesday,13
1856,ASSAULT,4,37.871318,-122.275278,Tuesday,1
1857,VANDALISM,5,37.863611,-122.317566,Tuesday,15
1858,ASSAULT,4,37.865511,-122.309967,Thursday,21
1859,LARCENY,1,37.859988,-122.253339,Sunday,6
1860,LARCENY,1,37.880228,-122.295798,Monday,14
1861,BURGLARY - COMMERCIAL,11,37.870639,-122.272468,Monday,22
1862,DISORDERLY CONDUCT,3,37.874557,-122.277936,Sunday,13
1863,ROBBERY,9,37.871167,-122.268285,Saturday,12
1864,FAMILY OFFENSE,12,37.851521,-122.28549,Tuesday,15
1865,LARCENY,1,37.867852,-122.258699,Saturday,2
1866,LARCENY,1,37.880227,-122.26936,Sunday,10
1867,LARCENY - FROM VEHICLE,13,37.867108,-122.292737,Monday,17
1868,FRAUD,7,37.878423,-122.269023,Thursday,18
1869,DISORDERLY CONDUCT,3,37.867708,-122.250801,Thursday,23
1870,LARCENY,1,37.871828,-122.270516,Monday,23
1871,BURGLARY - VEHICLE,2,37.882217,-122.302226,Saturday,12
1872,LARCENY,1,37.868667,-122.313656,Wednesday,11
1873,LARCENY,1,37.880228,-122.295798,Sunday,12
1874,ARSON,18,37.869652,-122.265882,Friday,7
1875,VANDALISM,5,37.876333,-122.278118,Saturday,20
1876,VANDALISM,5,37.852174,-122.267824,Saturday,18
1877,LARCENY,1,37.864908,-122.267289,Friday,0
1878,LARCENY,1,37.881957,-122.269551,Tuesday,16
1879,LARCENY,1,37.867482,-122.254253,Wednesday,14
1880,LARCENY,1,37.865772,-122.267643,Monday,13
1881,BURGLARY - VEHICLE,2,37.848774,-122.271171,Thursday,9
1882,LARCENY,1,37.868574,-122.270415,Friday,20
1883,LARCENY - FROM VEHICLE,13,37.858116,-122.268002,Monday,17
1884,DISORDERLY CONDUCT,3,37.857951,-122.271494,Monday,1
1885,MOTOR VEHICLE THEFT,6,37.870287,-122.316238,Saturday,15
1886,LARCENY,1,37.871213,-122.275266,Saturday,12
1887,VANDALISM,5,37.855199,-122.259768,Wednesday,6
1888,ROBBERY,9,37.856974,-122.26485,Friday,17
1889,LARCENY,1,37.883621,-122.269734,Tuesday,0
1890,LARCENY,1,37.865134,-122.258331,Tuesday,23
1891,BURGLARY - VEHICLE,2,37.866622,-122.26108,Thursday,22
1892,WEAPONS OFFENSE,14,37.862741,-122.300041,Tuesday,13
1893,LARCENY - FROM VEHICLE,13,37.883407,-122.273154,Tuesday,12
1894,FAMILY OFFENSE,12,37.861591,-122.254736,Monday,6
1895,BURGLARY - VEHICLE,2,37.867176,-122.267802,Tuesday,21
1896,MOTOR VEHICLE THEFT,6,37.866375,-122.27016,Thursday,16
1897,FRAUD,7,37.868641,-122.29415,Thursday,13
1898,LARCENY,1,37.889482,-122.281718,Friday,10
